participant,AugendGroup,block,Augend,Addend,Response,True,accuracy,rt,profil
10,1,0,F,5,K,t,0,7544.5219000103,nb
10,1,0,F,4,K,t+-1,1,7908.50050002337,nb
10,1,0,C,2,E,t,1,2610.3429000359,nb
10,1,0,I,5,N,t,0,2219.16350000538,nb
10,1,0,I,4,M,t,0,5354.70919997897,nb
10,1,0,I,3,M,t+-1,1,11134.2291000765,nb
10,1,0,I,2,L,t+-1,0,1987.56109992974,nb
10,1,0,C,5,I,t+-1,1,7939.75600006525,nb
10,1,0,F,2,I,t+-1,1,3968.46279990859,nb
10,1,0,F,3,I,t,0,8074.35570005328,nb
10,1,0,C,4,G,t,0,6298.3980999561,nb
10,1,0,C,3,G,t+-1,1,10303.3226999687,nb
10,1,0,F,3,J,t+-1,1,4975.06379999686,nb
10,1,0,C,3,F,t,1,4329.29149991833,nb
10,1,0,C,5,H,t,0,6604.67629996128,nb
10,1,0,F,4,J,t,0,4015.00839996152,nb
10,1,0,F,2,H,t,0,8887.65819999389,nb
10,1,0,F,5,L,t+-1,1,11766.506099957,nb
10,1,0,I,5,O,t+-1,0,8946.82260008995,nb
10,1,0,I,4,N,t+-1,1,14319.502600003,nb
10,1,0,C,4,H,t+-1,0,4927.56089998875,nb
10,1,0,I,3,L,t,1,3115.63330003992,nb
10,1,0,C,2,F,t+-1,1,7816.21049996465,nb
10,1,0,I,2,K,t,1,3353.46320003737,nb
10,1,0,F,4,J,t,0,15828.1881000148,nb
10,1,0,C,4,H,t+-1,1,8576.08110003639,nb
10,1,0,F,2,H,t,0,5236.00379994605,nb
10,1,0,F,5,L,t+-1,1,13539.0949000139,nb
10,1,0,I,3,L,t,1,8065.93609997071,nb
10,1,0,I,4,N,t+-1,0,5033.49479997996,nb
10,1,0,F,3,J,t+-1,1,11288.4849000257,nb
10,1,0,C,2,F,t+-1,1,3912.29829995427,nb
10,1,0,I,5,O,t+-1,0,5077.00340007432,nb
10,1,0,I,2,K,t,1,8267.29979994707,nb
10,1,0,C,5,H,t,0,8338.93709990662,nb
10,1,0,C,3,F,t,1,7056.55199999455,nb
10,1,0,F,2,I,t+-1,1,4975.28560005594,nb
10,1,0,F,5,K,t,1,8746.25710002147,nb
10,1,0,F,4,K,t+-1,1,8815.5297000194,nb
10,1,0,I,4,M,t,0,4673.13789995387,nb
10,1,0,I,3,M,t+-1,1,14254.4259999413,nb
10,1,0,I,5,N,t,1,10464.6987000015,nb
10,1,0,C,3,G,t+-1,1,6992.63800005429,nb
10,1,0,I,2,L,t+-1,1,4188.06109996513,nb
10,1,0,C,4,G,t,1,6172.74329997599,nb
10,1,0,F,3,I,t,1,5991.9156000251,nb
10,1,0,C,5,I,t+-1,1,8369.68320002779,nb
10,1,0,C,2,E,t,1,3469.00699997786,nb
10,1,0,F,3,J,t+-1,1,9971.30730003118,nb
10,1,0,F,5,L,t+-1,1,9790.63309996854,nb
10,1,0,C,2,F,t+-1,1,7257.97769997735,nb
10,1,0,C,5,H,t,1,5153.87070004363,nb
10,1,0,I,5,O,t+-1,1,4940.76300004963,nb
10,1,0,I,4,N,t+-1,1,7401.24580007978,nb
10,1,0,F,2,H,t,1,2570.31790004112,nb
10,1,0,I,2,K,t,1,3748.35750006605,nb
10,1,0,C,3,F,t,1,5759.81399999,nb
10,1,0,F,4,J,t,0,4442.50309991185,nb
10,1,0,C,4,H,t+-1,0,14162.4506999506,nb
10,1,0,I,3,L,t,1,6183.8623000076,nb
10,1,0,I,2,L,t+-1,0,1673.54600003455,nb
10,1,0,C,2,E,t,1,4351.85889992863,nb
10,1,0,C,4,G,t,1,4441.65870000143,nb
10,1,0,F,4,K,t+-1,1,6281.35350008961,nb
10,1,0,F,5,K,t,1,2480.04920000676,nb
10,1,0,F,2,I,t+-1,1,5150.31970001292,nb
10,1,0,C,5,I,t+-1,1,6201.21460000519,nb
10,1,0,I,3,M,t+-1,1,10666.2032000022,nb
10,1,0,F,3,I,t,1,5442.91430001613,nb
10,1,0,I,4,M,t,1,10738.7639000081,nb
10,1,0,I,5,N,t,1,2399.87609989476,nb
10,1,0,C,3,G,t+-1,1,3904.28839996457,nb
10,1,1,I,2,K,t,1,7909.97460007202,nb
10,1,1,F,4,J,t,0,9499.83230000362,nb
10,1,1,I,4,N,t+-1,0,8210.33040003385,nb
10,1,1,F,5,L,t+-1,1,6300.86000007577,nb
10,1,1,C,3,F,t,1,3858.08779997751,nb
10,1,1,F,2,H,t,1,9241.31469998974,nb
10,1,1,C,2,F,t+-1,1,5458.00390001386,nb
10,1,1,C,5,H,t,1,7754.17470000684,nb
10,1,1,C,4,H,t+-1,1,1588.73089996632,nb
10,1,1,F,3,J,t+-1,1,10573.8823999418,nb
10,1,1,I,5,O,t+-1,1,12546.2323999964,nb
10,1,1,I,3,L,t,1,5967.71019999869,nb
10,1,1,F,4,K,t+-1,1,2818.51650006138,nb
10,1,1,I,4,M,t,1,5745.72979996447,nb
10,1,1,F,5,K,t,0,1606.39359999914,nb
10,1,1,I,2,L,t+-1,0,9669.83499994967,nb
10,1,1,C,2,E,t,1,2797.30640002526,nb
10,1,1,F,3,I,t,1,4486.39929993078,nb
10,1,1,I,5,N,t,1,7028.56529993005,nb
10,1,1,I,3,M,t+-1,1,2468.93849992193,nb
10,1,1,F,2,I,t+-1,1,4563.05170000996,nb
10,1,1,C,5,I,t+-1,1,5021.87779999804,nb
10,1,1,C,4,G,t,1,5061.77390005905,nb
10,1,1,C,3,G,t+-1,1,1348.64800004289,nb
10,1,1,C,2,F,t+-1,0,3280.15220002271,nb
10,1,1,C,5,H,t,1,4701.11729996279,nb
10,1,1,F,3,J,t+-1,1,7730.48229992855,nb
10,1,1,F,4,J,t,1,2031.74399991985,nb
10,1,1,F,5,L,t+-1,1,3502.6165000163,nb
10,1,1,I,4,N,t+-1,0,6515.72160003707,nb
10,1,1,C,4,H,t+-1,1,7057.01009999029,nb
10,1,1,C,3,F,t,1,3896.57640003134,nb
10,1,1,I,5,O,t+-1,1,8829.44330002647,nb
10,1,1,I,3,L,t,1,3974.9570999993,nb
10,1,1,F,2,H,t,1,2952.77109998278,nb
10,1,1,I,2,K,t,1,8387.24529999308,nb
10,1,1,C,5,I,t+-1,1,5694.42509999499,nb
10,1,1,F,2,I,t+-1,0,2180.59240002185,nb
10,1,1,F,5,K,t,1,7485.50399998203,nb
10,1,1,F,4,K,t+-1,0,2395.86220006459,nb
10,1,1,I,4,M,t,1,7629.04180004261,nb
10,1,1,I,2,L,t+-1,1,5750.60050003231,nb
10,1,1,C,3,G,t+-1,1,3009.21819999348,nb
10,1,1,I,5,N,t,0,4177.97820002306,nb
10,1,1,C,4,G,t,1,4204.14859999437,nb
10,1,1,I,3,M,t+-1,1,5189.25549997948,nb
10,1,1,C,2,E,t,1,2215.06610000506,nb
10,1,1,F,3,I,t,1,4775.08779999334,nb
10,1,1,F,5,K,t,0,4201.2482000282,nb
10,1,1,I,3,M,t+-1,1,12866.1649000133,nb
10,1,1,I,4,M,t,1,5962.86749991123,nb
10,1,1,C,4,G,t,1,3134.27589996718,nb
10,1,1,C,5,I,t+-1,1,4041.84209997766,nb
10,1,1,F,2,I,t+-1,1,2768.65860004909,nb
10,1,1,F,3,I,t,1,4002.47199996375,nb
10,1,1,C,2,E,t,1,1707.4214000022,nb
10,1,1,C,3,G,t+-1,1,7094.75629997905,nb
10,1,1,I,2,L,t+-1,1,5485.33820000012,nb
10,1,1,I,5,N,t,1,6531.72929992434,nb
10,1,1,F,4,K,t+-1,1,3711.91239997279,nb
10,1,1,F,2,H,t,1,5444.16600000113,nb
10,1,1,F,5,L,t+-1,1,12852.3197999457,nb
10,1,1,C,2,F,t+-1,0,3485.85639998782,nb
10,1,1,F,3,J,t+-1,1,4707.3156000115,nb
10,1,1,F,4,J,t,0,3392.0806000242,nb
10,1,1,C,5,H,t,1,10240.8430000069,nb
10,1,1,C,3,F,t,1,2746.28950003535,nb
10,1,1,C,4,H,t+-1,1,11196.9632999972,nb
10,1,1,I,4,N,t+-1,1,3824.25679999869,nb
10,1,1,I,5,O,t+-1,1,4432.37699999008,nb
10,1,1,I,2,K,t,0,2536.57370002475,nb
10,1,1,I,3,L,t,1,8962.57089998107,nb
10,1,2,I,2,L,t+-1,1,4979.92139996495,nb
10,1,2,F,5,K,t,1,4518.63329997286,nb
10,1,2,F,3,I,t,0,2546.40529991593,nb
10,1,2,C,5,I,t+-1,1,7405.8054999914,nb
10,1,2,F,4,K,t+-1,1,6119.73239993677,nb
10,1,2,C,2,E,t,1,2676.04580009356,nb
10,1,2,I,3,M,t+-1,0,5577.75739999488,nb
10,1,2,C,3,G,t+-1,1,4747.81460000668,nb
10,1,2,F,2,I,t+-1,1,4575.91739995405,nb
10,1,2,C,4,G,t,1,4754.21959999949,nb
10,1,2,I,4,M,t,1,5324.90879995748,nb
10,1,2,I,5,N,t,1,2953.72270001099,nb
10,1,2,I,4,N,t+-1,0,1579.58389993291,nb
10,1,2,F,5,L,t+-1,1,5061.6369000636,nb
10,1,2,F,3,J,t+-1,0,2124.81690000277,nb
10,1,2,C,4,H,t+-1,1,5839.24990007654,nb
10,1,2,C,3,F,t,1,2943.77160002478,nb
10,1,2,I,3,L,t,1,9347.20029996242,nb
10,1,2,C,2,F,t+-1,1,3190.74700004421,nb
10,1,2,C,5,H,t,1,5472.59180003312,nb
10,1,2,F,4,J,t,1,4127.29059997946,nb
10,1,2,I,5,O,t+-1,1,9571.16880000103,nb
10,1,2,I,2,K,t,0,3390.89879998937,nb
10,1,2,F,2,H,t,1,3463.51680008229,nb
10,1,2,I,2,L,t+-1,1,4510.33670001198,nb
10,1,2,F,4,K,t+-1,1,8611.73220002092,nb
10,1,2,C,3,G,t+-1,1,3317.26369995158,nb
10,1,2,C,2,E,t,1,2521.03269996587,nb
10,1,2,F,5,K,t,1,5965.20740003325,nb
10,1,2,F,3,I,t,0,6303.89959993772,nb
10,1,2,C,5,I,t+-1,1,7469.0491000656,nb
10,1,2,I,3,M,t+-1,0,4171.93369998131,nb
10,1,2,I,5,N,t,1,10870.7287999569,nb
10,1,2,I,4,M,t,0,5502.80739995651,nb
10,1,2,C,4,G,t,1,8867.60500003584,nb
10,1,2,F,2,I,t+-1,1,6035.7622000156,nb
10,1,2,F,5,L,t+-1,1,5532.10389998276,nb
10,1,2,F,3,J,t+-1,1,5695.31520002056,nb
10,1,2,I,4,N,t+-1,1,5445.53090003319,nb
10,1,2,I,2,K,t,1,3405.80759989098,nb
10,1,2,F,4,J,t,1,6901.95329999551,nb
10,1,2,C,3,F,t,1,6115.16669997945,nb
10,1,2,F,2,H,t,0,5207.85330003128,nb
10,1,2,C,5,H,t,0,6889.52510000672,nb
10,1,2,C,2,F,t+-1,1,5919.51849998441,nb
10,1,2,I,5,O,t+-1,0,6604.48879993055,nb
10,1,2,C,4,H,t+-1,1,5933.90890001319,nb
10,1,2,I,3,L,t,1,19562.5085000647,nb
10,1,2,I,3,M,t+-1,1,2417.70109999925,nb
10,1,2,F,5,K,t,1,3944.30390000343,nb
10,1,2,F,4,K,t+-1,1,1251.52019993402,nb
10,1,2,I,2,L,t+-1,1,2641.84629998636,nb
10,1,2,F,3,I,t,1,2520.38149989676,nb
10,1,2,C,5,I,t+-1,1,4836.07499999926,nb
10,1,2,I,5,N,t,1,7043.85230003391,nb
10,1,2,F,2,I,t+-1,1,8276.79789997637,nb
10,1,2,C,4,G,t,1,4532.09290001541,nb
10,1,2,I,4,M,t,1,5135.21000009496,nb
10,1,2,C,2,E,t,1,2282.79289999045,nb
10,1,2,C,3,G,t+-1,1,2256.23780000024,nb
10,1,2,I,4,N,t+-1,1,16382.7571999282,nb
10,1,2,I,3,L,t,1,3716.1264999304,nb
10,1,2,F,5,L,t+-1,1,8087.73840009235,nb
10,1,2,C,3,F,t,1,2687.53669993021,nb
10,1,2,C,4,H,t+-1,1,4052.10349999834,nb
10,1,2,F,4,J,t,0,4403.02249998786,nb
10,1,2,F,2,H,t,1,3923.14140009694,nb
10,1,2,F,3,J,t+-1,1,1663.61779998988,nb
10,1,2,C,5,H,t,1,6877.77769996319,nb
10,1,2,I,2,K,t,1,3492.49560001772,nb
10,1,2,C,2,F,t+-1,0,1665.49000004306,nb
10,1,2,I,5,O,t+-1,1,6471.06480004732,nb
10,1,3,F,4,J,t,1,5080.61219996307,nb
10,1,3,I,5,O,t+-1,1,7606.39359999914,nb
10,1,3,C,3,F,t,1,1992.71869997028,nb
10,1,3,F,2,H,t,1,3681.21160008013,nb
10,1,3,C,5,H,t,1,7455.18840011209,nb
10,1,3,F,3,J,t+-1,1,5175.58170005214,nb
10,1,3,C,4,H,t+-1,1,4321.78989995737,nb
10,1,3,C,2,F,t+-1,0,1750.09230000433,nb
10,1,3,I,2,K,t,1,4736.32480006199,nb
10,1,3,F,5,L,t+-1,1,4547.80149995349,nb
10,1,3,I,3,L,t,1,3606.44870006945,nb
10,1,3,I,4,N,t+-1,1,2511.10070000868,nb
10,1,3,I,2,L,t+-1,0,2292.0556999743,nb
10,1,3,F,5,K,t,1,5888.49529996514,nb
10,1,3,F,3,I,t,1,5606.77040007431,nb
10,1,3,I,5,N,t,0,7023.51249998901,nb
10,1,3,C,3,G,t+-1,1,7025.27509990614,nb
10,1,3,F,4,K,t+-1,1,3242.28070001118,nb
10,1,3,F,2,I,t+-1,1,3640.73410001583,nb
10,1,3,I,4,M,t,1,8240.36529997829,nb
10,1,3,I,3,M,t+-1,1,1713.45280006062,nb
10,1,3,C,4,G,t,1,5589.55340005923,nb
10,1,3,C,2,E,t,1,1830.87880001403,nb
10,1,3,C,5,I,t+-1,0,1677.95110004954,nb
10,1,3,C,2,E,t,1,1763.43309995718,nb
10,1,3,C,3,G,t+-1,1,5661.63470002357,nb
10,1,3,F,2,I,t+-1,1,3404.55900004599,nb
10,1,3,I,3,M,t+-1,1,4253.37440008298,nb
10,1,3,F,4,K,t+-1,1,5092.1159000136,nb
10,1,3,F,3,I,t,1,4745.76070008334,nb
10,1,3,I,2,L,t+-1,1,3277.63130003586,nb
10,1,3,I,4,M,t,1,5690.84539997857,nb
10,1,3,F,5,K,t,1,4696.96770003066,nb
10,1,3,C,5,I,t+-1,1,4638.4098000126,nb
10,1,3,I,5,N,t,1,5766.64509996772,nb
10,1,3,C,4,G,t,1,3105.00920005143,nb
10,1,3,I,4,N,t+-1,0,4061.02719996125,nb
10,1,3,I,5,O,t+-1,1,6100.48859997187,nb
10,1,3,I,2,K,t,1,3313.03099996876,nb
10,1,3,F,5,L,t+-1,1,4750.57540007401,nb
10,1,3,I,3,L,t,1,3545.21749995183,nb
10,1,3,F,3,J,t+-1,1,6836.19890001137,nb
10,1,3,C,4,H,t+-1,1,4292.70430002362,nb
10,1,3,C,5,H,t,1,2242.52470000647,nb
10,1,3,F,4,J,t,1,3233.27679990325,nb
10,1,3,C,2,F,t+-1,1,1639.99729999341,nb
10,1,3,C,3,F,t,1,2390.14169992879,nb
10,1,3,F,2,H,t,1,2991.2253000075,nb
10,1,3,C,3,F,t,1,3136.94239989854,nb
10,1,3,I,2,K,t,1,6491.73430004157,nb
10,1,3,C,4,H,t+-1,1,2978.18590002134,nb
10,1,3,F,5,L,t+-1,0,5227.82709996682,nb
10,1,3,C,2,F,t+-1,0,4164.14320003241,nb
10,1,3,F,2,H,t,1,2262.47070007958,nb
10,1,3,C,5,H,t,1,7420.31209997367,nb
10,1,3,F,4,J,t,1,3638.06109991856,nb
10,1,3,F,3,J,t+-1,0,16277.6354999514,nb
10,1,3,I,4,N,t+-1,1,6447.53719994333,nb
10,1,3,I,5,O,t+-1,1,1815.09240006562,nb
10,1,3,I,3,L,t,1,1999.04330004938,nb
10,1,3,I,4,M,t,1,2256.12020003609,nb
10,1,3,F,2,I,t+-1,1,2573.9167999709,nb
10,1,3,C,4,G,t,1,3591.79090010002,nb
10,1,3,I,2,L,t+-1,1,3129.221900017,nb
10,1,3,C,5,I,t+-1,1,4444.9080999475,nb
10,1,3,F,5,K,t,1,3748.33880004007,nb
10,1,3,F,3,I,t,1,4120.16419996508,nb
10,1,3,F,4,K,t+-1,1,2131.49869989138,nb
10,1,3,C,2,E,t,1,1239.3114999868,nb
10,1,3,I,3,M,t+-1,1,4557.68530000933,nb
10,1,3,I,5,N,t,1,3248.44590004068,nb
10,1,3,C,3,G,t+-1,1,4207.42390002124,nb
11,2,0,D,2,F,t,1,2380.93109999318,b
11,2,0,D,5,J,t+-1,1,2959.38560005743,b
11,2,0,G,2,I,t,1,3552.86340008024,b
11,2,0,J,5,P,t+-1,1,3876.48159998935,b
11,2,0,J,2,M,t+-1,1,6042.22539998591,b
11,2,0,D,3,G,t,1,2873.9104999695,b
11,2,0,G,4,K,t,1,4631.23729999643,b
11,2,0,G,5,M,t+-1,1,3927.46429995168,b
11,2,0,J,3,M,t,1,3244.27989998367,b
11,2,0,D,4,I,t+-1,1,2803.04470006377,b
11,2,0,J,4,N,t,1,3331.32900006603,b
11,2,0,G,3,K,t+-1,1,3191.0610999912,b
11,2,0,J,4,O,t+-1,1,3576.61209988874,b
11,2,0,G,2,J,t+-1,1,3562.18499992974,b
11,2,0,J,3,N,t+-1,1,1852.4872000562,b
11,2,0,J,5,O,t,1,4123.21320001502,b
11,2,0,D,4,H,t,0,2710.98650002386,b
11,2,0,G,4,L,t+-1,1,4226.76440002397,b
11,2,0,G,3,J,t,1,2795.34780001268,b
11,2,0,D,2,G,t+-1,1,2636.59119990189,b
11,2,0,D,3,H,t+-1,1,3122.6821000455,b
11,2,0,D,5,I,t,1,3655.22109996527,b
11,2,0,J,2,L,t,1,2741.94840004202,b
11,2,0,G,5,L,t,1,3440.10189990513,b
11,2,0,J,5,O,t,1,4152.12749992497,b
11,2,0,G,4,L,t+-1,1,6418.27150003519,b
11,2,0,J,3,N,t+-1,1,2962.94770005625,b
11,2,0,D,4,H,t,1,3101.62929992657,b
11,2,0,D,2,G,t+-1,1,2257.93560000602,b
11,2,0,G,5,L,t,1,3671.78239999339,b
11,2,0,J,2,L,t,1,4446.75689993892,b
11,2,0,G,3,J,t,1,2662.16800000984,b
11,2,0,G,2,J,t+-1,1,2156.05480002705,b
11,2,0,D,3,H,t+-1,1,3013.84729996789,b
11,2,0,J,4,O,t+-1,1,3686.28379993606,b
11,2,0,D,5,I,t,1,3227.620700025,b
11,2,0,D,3,G,t,1,2387.06439989619,b
11,2,0,G,4,K,t,1,3756.43750000745,b
11,2,0,G,3,K,t+-1,1,3134.60330001544,b
11,2,0,D,5,J,t+-1,1,3489.98760001268,b
11,2,0,J,4,N,t,1,3479.46179995779,b
11,2,0,J,3,M,t,1,3469.34059995692,b
11,2,0,G,2,I,t,1,2426.97849997785,b
11,2,0,J,2,M,t+-1,1,2722.91330003645,b
11,2,0,G,5,M,t+-1,1,3053.92239999492,b
11,2,0,D,4,I,t+-1,1,2845.02000000794,b
11,2,0,D,2,F,t,1,2012.00970006175,b
11,2,0,J,5,P,t+-1,1,4355.43350002263,b
11,2,0,J,3,N,t+-1,1,3158.89570000581,b
11,2,0,G,4,L,t+-1,1,3057.26479995064,b
11,2,0,G,2,J,t+-1,1,5039.07259996049,b
11,2,0,J,2,L,t,1,2767.13190006558,b
11,2,0,D,2,G,t+-1,1,1601.05559998192,b
11,2,0,G,3,J,t,1,2457.05800002907,b
11,2,0,J,4,O,t+-1,1,3910.4498999659,b
11,2,0,D,3,H,t+-1,1,2123.5659000231,b
11,2,0,J,5,O,t,1,3358.5833000252,b
11,2,0,D,5,I,t,1,2881.3450000016,b
11,2,0,D,4,H,t,0,2935.0553000113,b
11,2,0,G,5,L,t,1,4953.97580007557,b
11,2,0,G,3,K,t+-1,1,4021.44899999257,b
11,2,0,G,4,K,t,1,3101.59949993249,b
11,2,0,D,4,I,t+-1,1,3242.23340000026,b
11,2,0,J,5,P,t+-1,1,3464.44439992774,b
11,2,0,G,5,M,t+-1,1,4663.35469996557,b
11,2,0,D,5,J,t+-1,1,2742.1843999764,b
11,2,0,D,3,G,t,1,2417.78720007278,b
11,2,0,G,2,I,t,1,3065.36550004967,b
11,2,0,D,2,F,t,1,2006.82660005987,b
11,2,0,J,3,M,t,1,2871.26569997054,b
11,2,0,J,4,N,t,1,4884.65389993507,b
11,2,0,J,2,M,t+-1,1,2635.06809994578,b
11,2,1,G,3,K,t+-1,1,3930.63149997033,b
11,2,1,G,2,I,t,1,1974.95249996427,b
11,2,1,G,4,K,t,1,2216.29759995267,b
11,2,1,D,3,G,t,1,2623.51780000608,b
11,2,1,J,5,P,t+-1,1,4327.66539999284,b
11,2,1,J,3,M,t,1,3091.33060008753,b
11,2,1,D,2,F,t,1,1904.41079996526,b
11,2,1,J,4,N,t,1,3436.5474000806,b
11,2,1,J,2,M,t+-1,1,4075.4947999958,b
11,2,1,D,4,I,t+-1,1,2697.29779998306,b
11,2,1,G,5,M,t+-1,1,4102.29069995694,b
11,2,1,D,5,J,t+-1,1,2995.68000005093,b
11,2,1,D,5,I,t,1,2820.08600002155,b
11,2,1,D,3,H,t+-1,1,1844.25419999752,b
11,2,1,G,3,J,t,1,4003.2623000443,b
11,2,1,G,4,L,t+-1,1,2123.78010002431,b
11,2,1,D,4,H,t,1,3263.42069997918,b
11,2,1,J,5,O,t,1,3901.45650005434,b
11,2,1,G,5,L,t,1,3753.628400038,b
11,2,1,J,4,O,t+-1,1,5812.73850006983,b
11,2,1,J,2,L,t,1,3534.35980004724,b
11,2,1,J,3,N,t+-1,1,4177.71759990137,b
11,2,1,D,2,G,t+-1,1,2315.16779994126,b
11,2,1,G,2,J,t+-1,1,2359.36100000981,b
11,2,1,J,5,P,t+-1,1,4170.06979999133,b
11,2,1,D,5,J,t+-1,1,3019.41790001001,b
11,2,1,J,4,N,t,1,7107.58229997009,b
11,2,1,G,5,M,t+-1,1,2953.33649998065,b
11,2,1,J,2,M,t+-1,1,3587.40650000982,b
11,2,1,G,4,K,t,1,2813.16090002656,b
11,2,1,D,2,F,t,1,1581.22320007533,b
11,2,1,D,3,G,t,1,2942.35229992773,b
11,2,1,D,4,I,t+-1,1,3801.04300007224,b
11,2,1,G,3,K,t+-1,1,2514.44619998802,b
11,2,1,G,2,I,t,1,1510.32560004387,b
11,2,1,J,3,M,t,1,3105.77599995304,b
11,2,1,J,2,L,t,1,2566.76560000051,b
11,2,1,D,4,H,t,1,2584.09709995613,b
11,2,1,G,5,L,t,1,3121.63990002591,b
11,2,1,G,2,J,t+-1,1,1733.20029990282,b
11,2,1,D,5,I,t,1,2463.28509994783,b
11,2,1,D,3,H,t+-1,1,2286.09289997257,b
11,2,1,J,3,N,t+-1,1,4426.28640006296,b
11,2,1,J,4,O,t+-1,1,1995.07509998512,b
11,2,1,G,3,J,t,1,2155.61630006414,b
11,2,1,J,5,O,t,1,6101.94560000673,b
11,2,1,D,2,G,t+-1,1,1995.34439994022,b
11,2,1,G,4,L,t+-1,1,3267.77659996878,b
11,2,1,D,3,G,t,1,1938.09970002621,b
11,2,1,G,2,I,t,1,1660.65680002794,b
11,2,1,G,3,K,t+-1,1,5066.73339998815,b
11,2,1,G,5,M,t+-1,1,3217.05450001173,b
11,2,1,J,5,P,t+-1,1,3784.61049997713,b
11,2,1,J,2,M,t+-1,1,5633.44970007893,b
11,2,1,D,4,I,t+-1,1,2817.16610002331,b
11,2,1,J,4,N,t,1,3753.16749990452,b
11,2,1,G,4,K,t,1,2731.91830003634,b
11,2,1,D,5,J,t+-1,1,2863.09190001339,b
11,2,1,J,3,M,t,1,5221.74359997734,b
11,2,1,D,2,F,t,1,1150.55689995643,b
11,2,1,G,2,J,t+-1,1,4087.79110002797,b
11,2,1,J,3,N,t+-1,1,2709.09020002,b
11,2,1,D,4,H,t,1,2449.7101000743,b
11,2,1,G,5,L,t,1,3440.35379996058,b
11,2,1,D,3,H,t+-1,1,1903.48640002776,b
11,2,1,J,2,L,t,1,4522.87610003259,b
11,2,1,D,2,G,t+-1,1,2423.42570004985,b
11,2,1,D,5,I,t,1,2887.03280000482,b
11,2,1,J,4,O,t+-1,1,4372.23990005441,b
11,2,1,J,5,O,t,1,5806.27090006601,b
11,2,1,G,3,J,t,1,5327.29990000371,b
11,2,1,G,4,L,t+-1,1,3307.84380005207,b
11,2,2,D,3,G,t,1,3033.44439994544,b
11,2,2,D,5,J,t+-1,0,2616.10129999463,b
11,2,2,G,5,M,t+-1,1,4384.34380001854,b
11,2,2,D,4,I,t+-1,1,4137.18520000111,b
11,2,2,G,3,K,t+-1,1,4284.42620008718,b
11,2,2,G,4,K,t,1,2345.93099995982,b
11,2,2,J,4,N,t,1,3397.07199996337,b
11,2,2,J,5,P,t+-1,1,5997.93660000432,b
11,2,2,J,3,M,t,1,6856.62049998064,b
11,2,2,J,2,M,t+-1,1,1527.55140000954,b
11,2,2,G,2,I,t,1,1635.12639992405,b
11,2,2,D,2,F,t,1,1458.01709999796,b
11,2,2,D,3,H,t+-1,1,1576.18880004156,b
11,2,2,G,2,J,t+-1,1,2321.58430002164,b
11,2,2,G,5,L,t,1,3020.77549998649,b
11,2,2,J,2,L,t,1,2780.63880000264,b
11,2,2,G,4,L,t+-1,1,2949.93300002534,b
11,2,2,D,5,I,t,1,2336.82109997608,b
11,2,2,G,3,J,t,1,2155.32460005488,b
11,2,2,J,5,O,t,1,4540.94950004946,b
11,2,2,J,4,O,t+-1,1,1400.59069998097,b
11,2,2,J,3,N,t+-1,1,3352.46600001119,b
11,2,2,D,2,G,t+-1,1,1723.45629998017,b
11,2,2,D,4,H,t,1,4646.65259991307,b
11,2,2,J,4,O,t+-1,1,5869.77489991114,b
11,2,2,G,3,J,t,1,2100.82110005897,b
11,2,2,J,2,L,t,1,2385.1192999864,b
11,2,2,G,2,J,t+-1,1,2442.12869997136,b
11,2,2,D,4,H,t,1,3808.20209998637,b
11,2,2,J,3,N,t+-1,1,3521.25989994966,b
11,2,2,G,5,L,t,1,3428.97310003173,b
11,2,2,J,5,O,t,1,3268.35309993476,b
11,2,2,D,2,G,t+-1,1,1739.02300000191,b
11,2,2,D,5,I,t,1,2893.1666999124,b
11,2,2,G,4,L,t+-1,1,3097.86910004914,b
11,2,2,D,3,H,t+-1,1,2078.91560008284,b
11,2,2,D,2,F,t,1,1268.33730004728,b
11,2,2,D,4,I,t+-1,1,1914.00850005448,b
11,2,2,G,3,K,t+-1,1,2021.48200001102,b
11,2,2,D,5,J,t+-1,1,3117.78670002241,b
11,2,2,J,3,M,t,1,2969.54930003267,b
11,2,2,D,3,G,t,1,1787.50520001631,b
11,2,2,J,2,M,t+-1,1,2923.70499996468,b
11,2,2,G,5,M,t+-1,1,3319.37779998407,b
11,2,2,J,5,P,t+-1,1,3579.21360002365,b
11,2,2,G,4,K,t,1,2996.51379999705,b
11,2,2,G,2,I,t,0,1685.5593000073,b
11,2,2,J,4,N,t,1,3603.02769998089,b
11,2,2,J,5,P,t+-1,1,3827.30489992537,b
11,2,2,J,2,M,t+-1,1,2474.79940007906,b
11,2,2,J,3,M,t,1,3552.53460002132,b
11,2,2,D,2,F,t,1,1323.06850003079,b
11,2,2,G,5,M,t+-1,0,4926.85219994746,b
11,2,2,G,3,K,t+-1,1,2515.03260002937,b
11,2,2,J,4,N,t,1,3102.88789996412,b
11,2,2,D,3,G,t,1,3219.62899994105,b
11,2,2,G,4,K,t,1,2707.03159994446,b
11,2,2,D,4,I,t+-1,1,2239.5806000568,b
11,2,2,G,2,I,t,1,4982.13530005887,b
11,2,2,D,5,J,t+-1,1,2840.2806998929,b
11,2,2,D,2,G,t+-1,1,1246.69820000418,b
11,2,2,J,3,N,t+-1,1,7021.67260006536,b
11,2,2,G,3,J,t,1,2543.00810000859,b
11,2,2,G,4,L,t+-1,1,3041.84039996471,b
11,2,2,D,5,I,t,1,2528.29159994144,b
