"","Subject","session","Ensemble","Addend","Augend","rt","Accuracy","Response","ResponseType","Trial","Block"
"1",1,1,111,4,"I",4177,1,"M","true",1,2
"2",1,1,111,4,"A",2593,1,"E","true",2,2
"3",1,1,111,3,"I",3475,1,"L","true",5,2
"4",1,1,111,2,"K",2502,1,"M","true",6,2
"5",1,1,111,3,"K",2657,1,"N","true",7,2
"6",1,1,111,2,"E",1482,1,"G","true",8,2
"7",1,1,111,3,"A",1991,1,"D","true",9,2
"8",1,1,111,2,"A",1579,1,"C","true",10,2
"9",1,1,111,2,"K",3193,1,"L","true-1",12,2
"10",1,1,111,4,"A",2788,1,"F","true+1",13,2
"11",1,1,111,2,"G",3480,1,"I","true",14,2
"12",1,1,111,2,"K",1341,1,"M","true",15,2
"13",1,1,111,3,"C",3174,1,"F","true",16,2
"14",1,1,111,2,"K",3430,1,"N","true+1",17,2
"15",1,1,111,2,"I",2786,1,"K","true",18,2
"16",1,1,111,4,"I",3589,1,"N","true+1",20,2
"17",1,1,111,3,"G",2528,1,"J","true",21,2
"18",1,1,111,5,"G",4177,1,"M","true+1",22,2
"19",1,1,111,2,"C",2625,1,"E","true",23,2
"20",1,1,111,5,"A",3533,1,"F","true",24,2
"21",1,1,111,2,"I",3693,1,"K","true",25,2
"22",1,1,111,5,"I",4222,1,"N","true",26,2
"23",1,1,111,4,"C",3105,1,"H","true+1",27,2
"24",1,1,111,3,"G",2861,1,"K","true+1",29,2
"25",1,1,111,4,"E",3477,1,"I","true",30,2
"26",1,1,111,2,"I",3411,1,"L","true+1",31,2
"27",1,1,111,4,"G",2924,1,"L","true+1",32,2
"28",1,1,111,5,"E",4994,1,"J","true",33,2
"29",1,1,111,3,"G",2704,1,"J","true",35,2
"30",1,1,111,5,"C",5339,1,"G","true-1",36,2
"31",1,1,111,5,"I",3636,1,"M","true-1",37,2
"32",1,1,111,3,"G",4178,1,"I","true-1",38,2
"33",1,1,111,4,"K",5091,1,"N","true-1",39,2
"34",1,1,111,2,"E",2939,1,"F","true-1",40,2
"35",1,1,111,5,"C",5076,1,"I","true+1",41,2
"36",1,1,111,4,"A",3186,1,"D","true-1",43,2
"37",1,1,111,5,"A",3374,1,"G","true+1",44,2
"38",1,1,111,5,"E",4716,1,"J","true",46,2
"39",1,1,111,3,"E",5954,1,"G","true-1",47,2
"40",1,1,111,4,"E",3358,1,"J","true+1",48,2
"41",1,1,111,5,"E",4747,1,"I","true-1",49,2
"42",1,1,111,5,"E",5471,1,"K","true+1",50,2
"43",1,1,111,5,"C",5266,1,"H","true",51,2
"44",1,1,111,2,"G",2214,1,"H","true-1",52,2
"45",1,1,111,3,"C",3374,1,"E","true-1",53,2
"46",1,1,111,3,"A",3463,1,"D","true",54,2
"47",1,1,111,4,"K",5370,1,"O","true",55,2
"48",1,1,111,5,"C",3891,1,"H","true",56,2
"49",1,1,111,2,"C",2379,1,"E","true",57,2
"50",1,1,111,3,"K",6020,1,"N","true",58,2
"51",1,1,111,2,"A",2756,1,"B","true-1",59,2
"52",1,1,111,2,"G",2498,1,"J","true+1",60,2
"53",1,1,111,3,"A",2795,1,"C","true-1",61,2
"54",1,1,111,5,"A",3334,1,"E","true-1",62,2
"55",1,1,111,2,"E",4266,1,"H","true+1",64,2
"56",1,1,111,5,"A",5149,1,"F","true",65,2
"57",1,1,111,2,"G",2305,1,"I","true",66,2
"58",1,1,111,5,"G",3276,1,"L","true",67,2
"59",1,1,111,4,"G",3226,1,"J","true-1",68,2
"60",1,1,111,2,"A",2261,1,"C","true",69,2
"61",1,1,111,3,"K",4925,1,"O","true+1",70,2
"62",1,1,111,5,"I",7436,1,"N","true",72,2
"63",1,1,111,4,"E",2482,1,"H","true-1",73,2
"64",1,1,111,4,"C",4472,1,"F","true-1",74,2
"65",1,1,111,4,"K",2892,1,"P","true+1",75,2
"66",1,1,111,3,"E",4580,1,"I","true+1",76,2
"67",1,1,111,3,"K",2941,1,"M","true-1",77,2
"68",1,1,111,3,"I",2621,1,"M","true+1",78,2
"69",1,1,111,2,"C",2734,1,"F","true+1",79,2
"70",1,1,111,4,"E",4313,1,"I","true",81,2
"71",1,1,111,5,"I",7349,1,"O","true+1",82,2
"72",1,1,111,3,"E",4016,1,"H","true",83,2
"73",1,1,111,2,"E",1793,1,"G","true",84,2
"74",1,1,111,4,"A",2412,1,"E","true",85,2
"75",1,1,111,3,"C",3860,1,"G","true+1",86,2
"76",1,1,111,2,"I",2861,1,"J","true-1",87,2
"77",1,1,111,2,"A",1605,1,"D","true+1",88,2
"78",1,1,111,4,"I",2659,1,"L","true-1",89,2
"79",1,1,111,4,"G",3108,1,"K","true",90,2
"80",1,1,111,3,"C",3527,1,"F","true",91,2
"81",1,1,111,5,"G",5285,1,"K","true-1",92,2
"82",1,1,111,3,"I",3667,1,"K","true-1",93,2
"83",1,1,111,4,"K",3030,1,"O","true",94,2
"84",1,1,111,4,"G",3201,1,"K","true",95,2
"85",1,1,111,3,"A",2783,1,"E","true+1",96,2
"86",1,1,111,3,"E",4679,1,"I","true+1",1,3
"87",1,1,111,3,"G",2461,1,"K","true+1",2,3
"88",1,1,111,3,"I",3013,1,"L","true",3,3
"89",1,1,111,5,"I",3134,1,"M","true-1",4,3
"90",1,1,111,3,"E",3598,1,"H","true",5,3
"91",1,1,111,5,"C",3884,1,"H","true",6,3
"92",1,1,111,3,"K",2506,1,"N","true",7,3
"93",1,1,111,5,"C",3221,1,"G","true-1",8,3
"94",1,1,111,4,"G",5243,1,"L","true+1",10,3
"95",1,1,111,4,"C",3233,1,"G","true",11,3
"96",1,1,111,2,"A",1602,1,"C","true",13,3
"97",1,1,111,4,"A",3128,1,"D","true-1",14,3
"98",1,1,111,2,"A",1625,1,"B","true-1",15,3
"99",1,1,111,4,"A",2796,1,"F","true+1",16,3
"100",1,1,111,3,"A",1914,1,"D","true",17,3
"101",1,1,111,5,"A",3712,1,"E","true-1",19,3
"102",1,1,111,3,"I",2803,1,"K","true-1",20,3
"103",1,1,111,5,"G",3865,1,"K","true-1",21,3
"104",1,1,111,4,"C",2772,1,"F","true-1",22,3
"105",1,1,111,2,"G",2781,1,"J","true+1",23,3
"106",1,1,111,3,"A",2045,1,"E","true+1",24,3
"107",1,1,111,3,"E",1427,1,"G","true-1",26,3
"108",1,1,111,2,"G",1374,1,"I","true",27,3
"109",1,1,111,4,"K",2727,1,"O","true",28,3
"110",1,1,111,5,"A",3348,1,"F","true",29,3
"111",1,1,111,2,"I",2496,1,"L","true+1",30,3
"112",1,1,111,2,"A",1888,1,"C","true",31,3
"113",1,1,111,4,"C",4097,1,"H","true+1",32,3
"114",1,1,111,3,"I",2201,1,"L","true",33,3
"115",1,1,111,2,"C",3471,1,"E","true",35,3
"116",1,1,111,2,"E",3099,1,"F","true-1",36,3
"117",1,1,111,5,"A",4132,1,"G","true+1",38,3
"118",1,1,111,5,"G",5268,1,"L","true",39,3
"119",1,1,111,2,"C",4576,1,"F","true+1",40,3
"120",1,1,111,3,"K",2216,1,"M","true-1",41,3
"121",1,1,111,4,"E",2625,1,"H","true-1",42,3
"122",1,1,111,4,"I",2428,1,"L","true-1",43,3
"123",1,1,111,5,"I",6895,1,"N","true",44,3
"124",1,1,111,3,"C",3480,1,"E","true-1",45,3
"125",1,1,111,3,"I",5430,1,"M","true+1",46,3
"126",1,1,111,3,"A",1513,1,"C","true-1",47,3
"127",1,1,111,3,"C",3988,1,"F","true",48,3
"128",1,1,111,2,"E",2328,1,"G","true",49,3
"129",1,1,111,5,"I",4373,1,"N","true",50,3
"130",1,1,111,4,"K",2246,1,"N","true-1",51,3
"131",1,1,111,2,"K",2876,1,"M","true",52,3
"132",1,1,111,2,"K",3429,1,"M","true",54,3
"133",1,1,111,2,"K",1297,1,"L","true-1",55,3
"134",1,1,111,4,"A",3060,1,"E","true",57,3
"135",1,1,111,4,"A",3378,1,"E","true",59,3
"136",1,1,111,2,"C",3667,1,"E","true",60,3
"137",1,1,111,2,"E",5199,1,"H","true+1",62,3
"138",1,1,111,2,"K",2069,1,"N","true+1",63,3
"139",1,1,111,5,"I",4416,1,"O","true+1",64,3
"140",1,1,111,4,"G",3977,1,"K","true",65,3
"141",1,1,111,5,"G",3498,1,"M","true+1",66,3
"142",1,1,111,4,"I",2970,1,"M","true",67,3
"143",1,1,111,4,"K",3827,1,"P","true+1",68,3
"144",1,1,111,5,"C",5561,1,"H","true",70,3
"145",1,1,111,4,"E",4135,1,"I","true",71,3
"146",1,1,111,4,"I",3872,1,"M","true",72,3
"147",1,1,111,3,"G",2787,1,"J","true",73,3
"148",1,1,111,5,"E",3721,1,"I","true-1",75,3
"149",1,1,111,4,"G",2711,1,"J","true-1",76,3
"150",1,1,111,3,"A",2082,1,"D","true",77,3
"151",1,1,111,3,"C",3328,1,"F","true",78,3
"152",1,1,111,2,"I",2297,1,"J","true-1",79,3
"153",1,1,111,3,"E",2585,1,"H","true",80,3
"154",1,1,111,3,"K",2228,1,"O","true+1",81,3
"155",1,1,111,3,"C",5963,1,"G","true+1",83,3
"156",1,1,111,5,"E",3057,1,"J","true",84,3
"157",1,1,111,5,"C",4985,1,"I","true+1",85,3
"158",1,1,111,2,"A",1573,1,"D","true+1",86,3
"159",1,1,111,5,"A",2597,1,"F","true",87,3
"160",1,1,111,4,"E",4955,1,"J","true+1",88,3
"161",1,1,111,2,"I",2887,1,"K","true",90,3
"162",1,1,111,5,"G",2997,1,"L","true",91,3
"163",1,1,111,2,"G",2082,1,"H","true-1",92,3
"164",1,1,111,3,"G",2680,1,"J","true",93,3
"165",1,1,111,4,"C",4174,1,"G","true",94,3
"166",1,1,111,2,"C",5130,1,"D","true-1",96,3
"167",1,1,111,5,"E",3054,1,"J","true",1,4
"168",1,1,111,4,"G",2679,1,"K","true",2,4
"169",1,1,111,2,"K",2060,1,"N","true+1",3,4
"170",1,1,111,5,"C",3197,1,"H","true",4,4
"171",1,1,111,5,"C",2323,1,"H","true",5,4
"172",1,1,111,3,"I",1664,1,"K","true-1",6,4
"173",1,1,111,3,"G",2171,1,"K","true+1",7,4
"174",1,1,111,5,"I",2700,1,"N","true",8,4
"175",1,1,111,5,"A",2780,1,"F","true",9,4
"176",1,1,111,3,"K",4549,1,"M","true-1",10,4
"177",1,1,111,2,"A",1528,1,"C","true",11,4
"178",1,1,111,4,"K",2326,1,"O","true",12,4
"179",1,1,111,4,"A",4229,1,"F","true+1",14,4
"180",1,1,111,4,"C",3232,1,"G","true",15,4
"181",1,1,111,2,"C",4387,1,"E","true",16,4
"182",1,1,111,3,"A",1990,1,"D","true",17,4
"183",1,1,111,5,"G",3809,1,"K","true-1",18,4
"184",1,1,111,5,"G",4098,1,"L","true",19,4
"185",1,1,111,3,"I",2379,1,"L","true",20,4
"186",1,1,111,2,"I",2531,1,"L","true+1",21,4
"187",1,1,111,2,"A",1644,1,"B","true-1",22,4
"188",1,1,111,3,"K",1945,1,"N","true",23,4
"189",1,1,111,2,"I",3132,1,"K","true",24,4
"190",1,1,111,5,"A",3301,1,"F","true",25,4
"191",1,1,111,5,"G",3581,1,"L","true",26,4
"192",1,1,111,5,"A",3326,1,"E","true-1",27,4
"193",1,1,111,2,"C",2548,1,"E","true",28,4
"194",1,1,111,3,"I",2135,1,"M","true+1",29,4
"195",1,1,111,4,"I",2847,1,"N","true+1",30,4
"196",1,1,111,3,"E",2325,1,"H","true",31,4
"197",1,1,111,2,"K",1403,1,"L","true-1",32,4
"198",1,1,111,3,"I",2953,1,"L","true",33,4
"199",1,1,111,2,"E",2500,1,"H","true+1",34,4
"200",1,1,111,5,"I",2028,1,"M","true-1",35,4
"201",1,1,111,4,"C",3751,1,"F","true-1",36,4
"202",1,1,111,3,"A",2595,1,"E","true+1",37,4
"203",1,1,111,4,"K",2694,1,"P","true+1",38,4
"204",1,1,111,4,"A",2038,1,"E","true",39,4
"205",1,1,111,4,"G",2596,1,"J","true-1",40,4
"206",1,1,111,4,"E",3306,1,"J","true+1",41,4
"207",1,1,111,4,"I",3149,1,"M","true",42,4
"208",1,1,111,5,"I",3592,1,"O","true+1",43,4
"209",1,1,111,2,"A",2523,1,"C","true",44,4
"210",1,1,111,3,"C",3009,1,"F","true",45,4
"211",1,1,111,4,"I",2290,1,"L","true-1",46,4
"212",1,1,111,3,"C",2738,1,"F","true",47,4
"213",1,1,111,2,"G",3179,1,"I","true",48,4
"214",1,1,111,5,"I",3659,1,"N","true",49,4
"215",1,1,111,2,"I",2468,1,"K","true",50,4
"216",1,1,111,4,"E",2559,1,"I","true",51,4
"217",1,1,111,3,"K",3085,1,"N","true",52,4
"218",1,1,111,4,"G",6135,1,"L","true+1",55,4
"219",1,1,111,2,"K",1967,1,"M","true",56,4
"220",1,1,111,2,"E",1501,1,"G","true",57,4
"221",1,1,111,3,"C",2349,1,"G","true+1",58,4
"222",1,1,111,3,"G",2337,1,"J","true",59,4
"223",1,1,111,3,"A",2129,1,"C","true-1",60,4
"224",1,1,111,3,"E",2677,1,"H","true",62,4
"225",1,1,111,4,"C",6234,1,"G","true",63,4
"226",1,1,111,2,"G",2430,1,"J","true+1",64,4
"227",1,1,111,3,"A",2545,1,"D","true",65,4
"228",1,1,111,2,"G",2228,1,"I","true",66,4
"229",1,1,111,4,"A",6975,1,"E","true",67,4
"230",1,1,111,3,"C",3928,1,"E","true-1",68,4
"231",1,1,111,4,"K",3233,1,"N","true-1",69,4
"232",1,1,111,5,"E",5244,1,"J","true",70,4
"233",1,1,111,5,"E",3394,1,"K","true+1",71,4
"234",1,1,111,2,"G",2461,1,"H","true-1",72,4
"235",1,1,111,4,"A",2198,1,"D","true-1",73,4
"236",1,1,111,5,"G",5179,1,"M","true+1",74,4
"237",1,1,111,4,"G",4173,1,"K","true",77,4
"238",1,1,111,2,"E",1806,1,"G","true",78,4
"239",1,1,111,3,"E",2180,1,"G","true-1",79,4
"240",1,1,111,2,"E",2388,1,"F","true-1",80,4
"241",1,1,111,3,"G",3447,1,"J","true",81,4
"242",1,1,111,4,"E",3101,1,"H","true-1",82,4
"243",1,1,111,5,"C",5270,1,"I","true+1",83,4
"244",1,1,111,2,"I",1721,1,"J","true-1",84,4
"245",1,1,111,4,"C",4463,1,"H","true+1",85,4
"246",1,1,111,4,"I",3370,1,"M","true",86,4
"247",1,1,111,2,"A",2427,1,"D","true+1",87,4
"248",1,1,111,2,"C",3990,1,"F","true+1",88,4
"249",1,1,111,2,"K",2121,1,"M","true",89,4
"250",1,1,111,4,"E",3111,1,"I","true",90,4
"251",1,1,111,5,"E",4538,1,"I","true-1",91,4
"252",1,1,111,3,"G",5177,1,"I","true-1",93,4
"253",1,1,111,5,"A",2705,1,"G","true+1",94,4
"254",1,1,111,2,"C",2813,1,"D","true-1",95,4
"255",1,1,111,3,"K",2245,1,"O","true+1",96,4
"256",1,2,111,5,"I",3677,1,"N","true",1,2
"257",1,2,111,2,"I",1616,1,"J","true-1",2,2
"258",1,2,111,5,"C",3166,1,"H","true",3,2
"259",1,2,111,4,"E",3630,1,"H","true-1",4,2
"260",1,2,111,2,"A",2403,1,"D","true+1",5,2
"261",1,2,111,2,"A",1330,1,"B","true-1",6,2
"262",1,2,111,4,"K",4963,1,"N","true-1",7,2
"263",1,2,111,4,"C",3099,1,"G","true",8,2
"264",1,2,111,5,"A",3429,1,"F","true",9,2
"265",1,2,111,5,"G",2899,1,"K","true-1",10,2
"266",1,2,111,5,"I",3453,1,"M","true-1",11,2
"267",1,2,111,5,"G",4034,1,"M","true+1",12,2
"268",1,2,111,5,"E",3039,1,"J","true",13,2
"269",1,2,111,4,"C",3157,1,"H","true+1",14,2
"270",1,2,111,2,"E",1909,1,"G","true",15,2
"271",1,2,111,3,"C",3064,1,"F","true",16,2
"272",1,2,111,4,"K",3212,1,"O","true",17,2
"273",1,2,111,4,"A",2394,1,"E","true",18,2
"274",1,2,111,4,"I",3048,1,"M","true",19,2
"275",1,2,111,4,"G",3021,1,"L","true+1",20,2
"276",1,2,111,2,"E",1891,1,"F","true-1",21,2
"277",1,2,111,3,"I",2198,1,"K","true-1",22,2
"278",1,2,111,3,"A",2620,1,"C","true-1",23,2
"279",1,2,111,2,"I",1882,1,"L","true+1",24,2
"280",1,2,111,2,"K",1485,1,"M","true",25,2
"281",1,2,111,3,"E",1697,1,"H","true",26,2
"282",1,2,111,4,"K",2467,1,"P","true+1",27,2
"283",1,2,111,3,"A",2111,1,"D","true",28,2
"284",1,2,111,2,"K",1377,1,"L","true-1",29,2
"285",1,2,111,3,"E",1680,1,"G","true-1",30,2
"286",1,2,111,3,"K",2411,1,"N","true",31,2
"287",1,2,111,5,"I",3049,1,"N","true",32,2
"288",1,2,111,3,"G",2157,1,"J","true",33,2
"289",1,2,111,2,"E",2534,1,"H","true+1",34,2
"290",1,2,111,5,"C",2911,1,"H","true",35,2
"291",1,2,111,3,"E",2721,1,"I","true+1",36,2
"292",1,2,111,3,"G",3867,1,"K","true+1",37,2
"293",1,2,111,2,"A",1278,1,"C","true",39,2
"294",1,2,111,3,"A",2093,1,"E","true+1",41,2
"295",1,2,111,5,"A",1832,1,"F","true",42,2
"296",1,2,111,5,"A",1458,1,"G","true+1",44,2
"297",1,2,111,3,"K",2695,1,"N","true",45,2
"298",1,2,111,5,"C",2681,1,"G","true-1",46,2
"299",1,2,111,3,"K",2116,1,"O","true+1",47,2
"300",1,2,111,4,"K",1350,1,"O","true",48,2
"301",1,2,111,3,"I",3079,1,"M","true+1",49,2
"302",1,2,111,2,"C",2258,1,"F","true+1",50,2
"303",1,2,111,4,"E",4466,1,"J","true+1",52,2
"304",1,2,111,4,"I",3486,1,"M","true",53,2
"305",1,2,111,2,"K",1665,1,"M","true",54,2
"306",1,2,111,3,"G",2989,1,"J","true",55,2
"307",1,2,111,3,"K",2381,1,"M","true-1",56,2
"308",1,2,111,5,"G",4452,1,"L","true",57,2
"309",1,2,111,4,"I",2809,1,"L","true-1",58,2
"310",1,2,111,4,"I",4471,1,"N","true+1",59,2
"311",1,2,111,5,"I",6867,1,"O","true+1",60,2
"312",1,2,111,3,"A",2088,1,"D","true",61,2
"313",1,2,111,2,"A",995,1,"C","true",62,2
"314",1,2,111,5,"E",3585,1,"J","true",63,2
"315",1,2,111,2,"E",3089,1,"G","true",65,2
"316",1,2,111,4,"A",1737,1,"D","true-1",67,2
"317",1,2,111,2,"C",2114,1,"E","true",68,2
"318",1,2,111,3,"G",3340,1,"I","true-1",69,2
"319",1,2,111,2,"K",2853,1,"N","true+1",70,2
"320",1,2,111,5,"A",3882,1,"E","true-1",71,2
"321",1,2,111,4,"A",981,1,"E","true",72,2
"322",1,2,111,2,"G",2532,1,"I","true",73,2
"323",1,2,111,5,"G",4533,1,"L","true",74,2
"324",1,2,111,3,"E",2335,1,"H","true",75,2
"325",1,2,111,2,"G",2904,1,"H","true-1",76,2
"326",1,2,111,2,"C",1378,1,"D","true-1",77,2
"327",1,2,111,4,"C",3002,1,"G","true",79,2
"328",1,2,111,4,"G",3721,1,"J","true-1",80,2
"329",1,2,111,2,"I",3027,1,"K","true",81,2
"330",1,2,111,4,"A",2688,1,"F","true+1",82,2
"331",1,2,111,4,"G",3829,1,"K","true",84,2
"332",1,2,111,3,"C",2362,1,"F","true",85,2
"333",1,2,111,3,"I",2482,1,"L","true",86,2
"334",1,2,111,5,"E",3539,1,"K","true+1",88,2
"335",1,2,111,4,"C",2820,1,"F","true-1",89,2
"336",1,2,111,3,"I",2674,1,"L","true",90,2
"337",1,2,111,4,"E",3046,1,"I","true",91,2
"338",1,2,111,2,"G",4067,1,"I","true",92,2
"339",1,2,111,2,"C",2935,1,"E","true",93,2
"340",1,2,111,5,"C",5288,1,"I","true+1",94,2
"341",1,2,111,2,"I",2148,1,"K","true",95,2
"342",1,2,111,5,"E",3692,1,"I","true-1",96,2
"343",1,2,111,5,"I",6857,1,"N","true",1,3
"344",1,2,111,2,"I",1774,1,"L","true+1",2,3
"345",1,2,111,3,"A",2558,1,"D","true",3,3
"346",1,2,111,3,"I",1543,1,"K","true-1",4,3
"347",1,2,111,3,"G",2327,1,"K","true+1",5,3
"348",1,2,111,3,"G",1808,1,"J","true",6,3
"349",1,2,111,3,"A",1151,1,"D","true",7,3
"350",1,2,111,4,"A",1367,1,"E","true",8,3
"351",1,2,111,5,"A",1767,1,"G","true+1",9,3
"352",1,2,111,2,"E",1447,1,"G","true",10,3
"353",1,2,111,5,"I",3443,1,"M","true-1",11,3
"354",1,2,111,2,"A",1248,1,"B","true-1",12,3
"355",1,2,111,2,"K",1276,1,"M","true",13,3
"356",1,2,111,3,"C",2879,1,"G","true+1",14,3
"357",1,2,111,5,"E",6523,1,"J","true",15,3
"358",1,2,111,3,"E",1509,1,"G","true-1",16,3
"359",1,2,111,3,"G",3879,1,"J","true",17,3
"360",1,2,111,2,"A",1409,1,"D","true+1",20,3
"361",1,2,111,5,"I",3791,1,"N","true",21,3
"362",1,2,111,2,"A",1359,1,"C","true",22,3
"363",1,2,111,5,"G",2327,1,"K","true-1",23,3
"364",1,2,111,4,"C",3976,1,"F","true-1",24,3
"365",1,2,111,5,"E",3504,1,"J","true",25,3
"366",1,2,111,3,"E",1402,1,"H","true",26,3
"367",1,2,111,4,"K",2441,1,"O","true",27,3
"368",1,2,111,3,"C",3174,1,"F","true",28,3
"369",1,2,111,4,"C",2694,1,"G","true",29,3
"370",1,2,111,4,"K",3088,1,"N","true-1",30,3
"371",1,2,111,3,"I",3492,1,"M","true+1",31,3
"372",1,2,111,4,"C",2735,1,"H","true+1",32,3
"373",1,2,111,4,"G",5496,1,"K","true",33,3
"374",1,2,111,2,"G",2227,1,"H","true-1",34,3
"375",1,2,111,2,"K",2600,1,"N","true+1",35,3
"376",1,2,111,5,"C",4423,1,"H","true",36,3
"377",1,2,111,4,"E",4845,1,"I","true",37,3
"378",1,2,111,4,"C",3757,1,"G","true",39,3
"379",1,2,111,3,"A",1621,1,"C","true-1",40,3
"380",1,2,111,2,"I",1595,1,"K","true",41,3
"381",1,2,111,3,"G",1746,1,"I","true-1",42,3
"382",1,2,111,3,"C",3114,1,"E","true-1",43,3
"383",1,2,111,5,"E",6444,1,"K","true+1",44,3
"384",1,2,111,2,"K",1497,1,"M","true",45,3
"385",1,2,111,4,"A",2572,1,"F","true+1",46,3
"386",1,2,111,2,"C",2211,1,"F","true+1",47,3
"387",1,2,111,4,"I",3673,1,"L","true-1",52,3
"388",1,2,111,2,"G",2461,1,"I","true",53,3
"389",1,2,111,2,"I",2807,1,"J","true-1",55,3
"390",1,2,111,3,"K",1838,1,"N","true",56,3
"391",1,2,111,2,"C",1747,1,"E","true",57,3
"392",1,2,111,4,"G",2307,1,"K","true",58,3
"393",1,2,111,3,"A",2526,1,"E","true+1",59,3
"394",1,2,111,4,"G",2264,1,"J","true-1",60,3
"395",1,2,111,3,"E",1612,1,"H","true",61,3
"396",1,2,111,4,"A",2049,1,"E","true",62,3
"397",1,2,111,5,"G",2398,1,"L","true",63,3
"398",1,2,111,2,"G",2245,1,"J","true+1",64,3
"399",1,2,111,5,"C",2033,1,"G","true-1",65,3
"400",1,2,111,4,"E",3574,1,"J","true+1",66,3
"401",1,2,111,2,"E",1126,1,"G","true",67,3
"402",1,2,111,5,"A",2080,1,"E","true-1",68,3
"403",1,2,111,4,"K",2099,1,"O","true",69,3
"404",1,2,111,3,"E",1798,1,"I","true+1",70,3
"405",1,2,111,5,"I",2924,1,"O","true+1",71,3
"406",1,2,111,4,"G",2478,1,"L","true+1",72,3
"407",1,2,111,2,"C",1409,1,"D","true-1",73,3
"408",1,2,111,5,"A",3496,1,"F","true",74,3
"409",1,2,111,2,"E",1754,1,"F","true-1",75,3
"410",1,2,111,4,"A",2171,1,"D","true-1",76,3
"411",1,2,111,4,"K",2867,1,"P","true+1",77,3
"412",1,2,111,5,"A",1914,1,"F","true",79,3
"413",1,2,111,2,"E",2963,1,"H","true+1",80,3
"414",1,2,111,5,"G",2899,1,"M","true+1",81,3
"415",1,2,111,2,"G",2150,1,"I","true",82,3
"416",1,2,111,5,"G",4094,1,"L","true",83,3
"417",1,2,111,4,"E",3049,1,"H","true-1",84,3
"418",1,2,111,2,"K",1118,1,"L","true-1",85,3
"419",1,2,111,3,"I",2744,1,"L","true",86,3
"420",1,2,111,3,"K",2192,1,"N","true",87,3
"421",1,2,111,3,"K",1359,1,"M","true-1",88,3
"422",1,2,111,4,"I",2000,1,"N","true+1",89,3
"423",1,2,111,3,"K",1902,1,"O","true+1",90,3
"424",1,2,111,3,"C",4265,1,"F","true",91,3
"425",1,2,111,4,"E",2189,1,"I","true",92,3
"426",1,2,111,2,"C",1588,1,"E","true",93,3
"427",1,2,111,3,"I",1761,1,"L","true",95,3
"428",1,2,111,2,"I",1177,1,"K","true",96,3
"429",1,2,111,2,"A",2466,1,"C","true",1,4
"430",1,2,111,3,"E",2316,1,"I","true+1",3,4
"431",1,2,111,3,"I",1974,1,"M","true+1",4,4
"432",1,2,111,2,"A",1318,1,"D","true+1",5,4
"433",1,2,111,4,"G",2800,1,"K","true",6,4
"434",1,2,111,4,"A",1638,1,"D","true-1",7,4
"435",1,2,111,3,"G",2131,1,"I","true-1",8,4
"436",1,2,111,4,"A",5269,1,"E","true",10,4
"437",1,2,111,4,"K",2233,1,"O","true",11,4
"438",1,2,111,4,"A",6102,1,"E","true",12,4
"439",1,2,111,2,"E",1417,1,"G","true",13,4
"440",1,2,111,5,"C",4407,1,"I","true+1",14,4
"441",1,2,111,5,"G",3302,1,"L","true",15,4
"442",1,2,111,2,"G",2056,1,"I","true",16,4
"443",1,2,111,2,"K",2101,1,"M","true",17,4
"444",1,2,111,4,"C",3527,1,"G","true",18,4
"445",1,2,111,3,"K",1721,1,"O","true+1",19,4
"446",1,2,111,4,"E",3026,1,"J","true+1",20,4
"447",1,2,111,3,"C",1456,1,"E","true-1",21,4
"448",1,2,111,5,"G",3020,1,"K","true-1",22,4
"449",1,2,111,2,"K",1690,1,"M","true",23,4
"450",1,2,111,5,"E",4117,1,"J","true",24,4
"451",1,2,111,2,"E",1687,1,"G","true",25,4
"452",1,2,111,4,"K",2954,1,"O","true",26,4
"453",1,2,111,3,"I",2611,1,"L","true",27,4
"454",1,2,111,2,"G",1873,1,"H","true-1",29,4
"455",1,2,111,3,"G",2373,1,"J","true",30,4
"456",1,2,111,3,"G",2373,1,"J","true",31,4
"457",1,2,111,4,"I",2261,1,"L","true-1",33,4
"458",1,2,111,2,"I",1705,1,"K","true",34,4
"459",1,2,111,5,"G",3347,1,"M","true+1",35,4
"460",1,2,111,4,"E",1860,1,"I","true",36,4
"461",1,2,111,2,"A",936,1,"C","true",37,4
"462",1,2,111,3,"G",2081,1,"K","true+1",38,4
"463",1,2,111,3,"C",3100,1,"F","true",39,4
"464",1,2,111,5,"E",1694,1,"I","true-1",40,4
"465",1,2,111,5,"I",3433,1,"M","true-1",41,4
"466",1,2,111,2,"E",1646,1,"F","true-1",42,4
"467",1,2,111,3,"E",1283,1,"H","true",43,4
"468",1,2,111,2,"I",1489,1,"J","true-1",45,4
"469",1,2,111,5,"E",3606,1,"J","true",47,4
"470",1,2,111,5,"E",3780,1,"K","true+1",48,4
"471",1,2,111,2,"C",1244,1,"D","true-1",49,4
"472",1,2,111,4,"C",3888,1,"H","true+1",50,4
"473",1,2,111,2,"E",2068,1,"H","true+1",51,4
"474",1,2,111,3,"A",1279,1,"D","true",52,4
"475",1,2,111,4,"E",3690,1,"I","true",53,4
"476",1,2,111,2,"K",1382,1,"L","true-1",54,4
"477",1,2,111,3,"E",1685,1,"G","true-1",55,4
"478",1,2,111,4,"E",3664,1,"H","true-1",56,4
"479",1,2,111,4,"K",2276,1,"P","true+1",57,4
"480",1,2,111,2,"C",2087,1,"E","true",58,4
